code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.300231,2017-07-29,2017-06-30,0.100058,0.153765,0.350315,62411821.500000,0.353165,405892078.840000,342509550.00,266738588.00
sz.300231,2018-08-15,2018-06-30,0.064171,0.113231,0.279411,66432313.150000,0.287322,586698968.040000,442100220.00,338016491.00
sz.300231,2019-08-29,2019-06-30,0.054529,0.110752,0.261884,71648221.170000,0.266298,646927683.540000,442100220.00,358682201.00
sz.300231,2020-08-04,2020-06-30,0.069792,0.096304,0.224467,87461660.680000,0.341536,,442100220.00,359838701.00
sz.300242,2017-08-29,2017-06-30,0.048466,0.081175,0.119287,105435072.890000,0.273660,1298863061.600000,637174024.00,364470696.00
sz.300242,2018-08-17,2018-06-30,0.021165,0.024339,0.070867,54532450.440000,0.214834,2237351476.500000,636332984.00,507776356.00
sz.300242,2019-08-20,2019-06-30,0.017551,0.010859,0.069207,24897753.640000,-2.020596,2292825982.060000,634555224.00,580186302.00
sz.300242,2020-08-28,2020-06-30,0.003837,0.002606,0.044812,8546523.100000,-0.009043,3279137837.660000,634555224.00,594451698.00
sz.300277,2017-08-25,2017-06-30,-0.013490,-0.169822,0.121102,-12095248.360000,0.099147,71222965.350000,335000000.00,334390625.00
sz.300277,2018-08-17,2018-06-30,-0.003559,-0.086440,0.257429,-4933780.310000,0.032189,57077504.450000,335000000.00,334390625.00
sz.300277,2019-08-28,2019-06-30,0.013977,0.059162,0.245310,7022816.200000,0.048647,118225399.280000,335000000.00,334390625.00
sz.300277,2020-08-18,2020-06-30,0.019108,0.157603,0.253514,10638903.120000,0.039383,67008262.140000,335000000.00,334390625.00
sz.300297,2017-08-08,2017-06-30,0.038763,0.155905,0.549703,146527750.560000,0.327836,939628604.500000,1175455904.00,657077043.00
sz.300297,2018-08-30,2018-06-30,0.037901,0.188415,0.637403,161785606.540000,0.362686,858224289.800000,1175365904.00,755513281.00
sz.300297,2019-08-30,2019-06-30,0.031028,0.161728,0.546258,157928474.100000,0.311846,976169593.120000,1250158007.00,859640489.00
sz.300297,2020-08-28,2020-06-30,-0.017701,-0.139939,0.363287,-69803654.630000,-0.919550,498815113.240000,1249806223.00,997284985.00
sz.300300,2017-08-17,2017-06-30,0.020845,0.217479,0.315337,46707131.490000,0.128552,214766063.130000,459393716.00,272845121.00
sz.300300,2018-08-30,2018-06-30,0.052480,0.474297,0.230378,112811222.940000,0.334599,237849566.510000,459393716.00,375662400.00
sz.300300,2019-08-30,2019-06-30,0.058197,0.487572,0.170234,133803290.370000,0.221437,274427727.190000,683136428.00,671349962.00
sz.300300,2020-08-28,2020-06-30,-0.161222,-2.439526,-0.093034,-229439839.260000,-1.729624,94051008.260000,671396910.00,671228655.00
sz.300302,2017-08-28,2017-06-30,0.016621,0.093226,0.355453,11907934.910000,0.229395,127731728.970000,421270038.00,246195542.00
sz.300302,2018-08-30,2018-06-30,0.023253,0.080428,0.311460,18060271.620000,0.135323,224552161.790000,421057980.00,244687944.00
sz.300302,2019-08-30,2019-06-30,0.005813,0.041642,0.428548,5756450.880000,0.017352,138237117.030000,456176704.00,246632731.00
sz.300302,2020-08-28,2020-06-30,0.005525,0.075808,0.497420,7071103.670000,0.026125,93276578.690000,479871230.00,256714403.00
sz.300311,2017-08-29,2017-06-30,0.036320,0.107233,0.438792,49309833.620000,0.239102,457427433.760000,448009392.00,220529937.00
sz.300311,2018-08-21,2018-06-30,0.059549,0.136441,0.443203,74858608.220000,0.261817,546319042.400000,680036042.00,354192967.00
sz.300311,2019-08-27,2019-06-30,0.050233,0.158681,0.679548,72142372.310000,0.200861,451855745.130000,679988821.00,463999990.00
sz.300311,2020-08-28,2020-06-30,-0.071499,-0.238017,0.470843,-61577442.900000,-0.344850,257137826.140000,679988821.00,510408932.00
sz.300315,2017-08-26,2017-06-30,0.031418,0.339378,0.613056,280653238.110000,0.128914,826962418.230000,2770874854.00,1936413183.00
sz.300315,2018-08-28,2018-06-30,0.043748,0.368897,0.622416,422179259.390000,0.136740,1142667109.910000,2757992863.00,2575936041.00
sz.300315,2019-08-29,2019-06-30,0.039928,0.300574,0.588081,209272500.280000,-1.203722,693766947.600000,2757484192.00,2600371261.00
sz.300315,2020-08-27,2020-06-30,0.077379,0.476611,0.754225,441487028.310000,0.216134,922433032.060000,2757484192.00,2632230846.00
sz.300339,2017-08-23,2017-06-30,0.018545,0.093144,0.380867,64836020.480000,0.445681,696080360.850000,715466700.00,435332150.00
sz.300339,2018-08-21,2018-06-30,0.023641,0.097607,0.320311,97446518.710000,0.354012,979312615.990000,796410841.00,515596449.00
sz.300339,2019-08-23,2019-06-30,0.023343,0.096340,0.335685,102746537.840000,0.408896,1066494091.420000,796410841.00,743084742.00
sz.300339,2020-08-12,2020-06-30,0.024649,0.062279,0.293968,67626188.130000,-2.302061,1064205658.440000,796410841.00,755261242.00
sz.300350,2017-08-26,2017-06-30,0.031269,0.164109,0.339505,71645360.250000,0.292107,436572883.280000,533640362.00,219085274.00
sz.300350,2018-08-30,2018-06-30,0.025363,0.138978,0.317996,64319325.210000,0.092124,462802293.330000,530619285.00,251387140.00
sz.300350,2019-08-30,2019-06-30,0.025193,0.114464,0.323548,40918737.420000,-1.311602,357480220.560000,476724433.00,310018560.00
sz.300350,2020-08-28,2020-06-30,-0.041004,-0.076359,0.320667,-18277630.310000,-1.196204,239363554.910000,476724433.00,326035431.00
sz.300352,2017-08-29,2017-06-30,0.008290,0.102010,0.761467,17211424.500000,0.055847,167341429.620000,1449824087.00,1043822384.00
sz.300352,2018-08-30,2018-06-30,0.010969,0.122387,0.820359,24003516.720000,0.067601,196127393.660000,1449824087.00,1079263630.00
sz.300352,2019-08-28,2019-06-30,0.011808,0.089995,0.731498,26710724.160000,0.066828,274040848.020000,1449824087.00,1097464400.00
sz.300352,2020-08-28,2020-06-30,0.013630,0.108956,0.724993,28889055.230000,0.018016,246916845.690000,1449824087.00,1180324275.00
sz.300380,2017-08-22,2017-06-30,-0.017809,-0.059055,0.355279,-11885551.850000,-0.246817,167732282.010000,137440000.00,67376052.00
sz.300380,2018-08-22,2018-06-30,0.014578,0.009078,0.375856,1967112.700000,0.185373,216681999.670000,137440000.00,70561214.00
sz.300380,2019-08-13,2019-06-30,0.018021,0.012498,0.392045,2993082.780000,0.225608,239484759.380000,137440000.00,121201177.00
sz.300380,2020-08-27,2020-06-30,0.012677,0.006344,0.433720,1247691.250000,0.210003,196665720.940000,137440000.00,121577933.00
sz.300386,2017-08-26,2017-06-30,0.016436,0.057367,0.401091,23289094.370000,0.278531,404829995.060000,418044000.00,198064991.00
sz.300386,2018-08-30,2018-06-30,0.022023,0.085591,0.398858,36622590.400000,0.325572,427878974.020000,418044000.00,214690900.00
sz.300386,2019-08-06,2019-06-30,0.006447,0.031351,0.359908,12127760.500000,0.258196,386835204.350000,418044000.00,219250600.00
sz.300386,2020-07-28,2020-06-30,0.013921,0.075917,0.422978,26736121.560000,0.250066,352177301.540000,418044000.00,226124350.00
sz.300392,2017-08-26,2017-06-30,0.009619,0.007878,0.098909,6018455.680000,-0.743729,763942749.250000,384000000.00,164107273.00
sz.300392,2018-08-30,2018-06-30,-0.108160,-0.074457,0.015827,-48543777.370000,-0.499840,651968929.010000,384000000.00,258583845.00
sz.300392,2019-08-30,2019-06-30,0.012009,0.009025,0.119803,5796957.870000,0.194966,642331003.470000,384000000.00,259003594.00
sz.300392,2020-08-29,2020-06-30,-0.017774,-0.021509,0.056914,-12852721.670000,0.038032,595732232.490000,384000000.00,259735740.00
sz.300418,2017-07-25,2017-06-30,0.108171,0.316988,0.779956,550720418.440000,0.579599,1737354330.230000,1159124083.00,444510980.00
sz.300418,2018-08-24,2018-06-30,0.073708,0.468396,0.843197,828350793.540000,1.022135,1731570575.840000,1151946216.00,616745261.00
sz.300418,2019-08-20,2019-06-30,0.128460,0.386472,0.789519,681597709.220000,0.895195,1756413295.290000,1151946216.00,625304793.00
sz.300418,2020-08-25,2020-06-30,0.550702,2.131983,0.817271,3673536549.270000,3.736897,1697720872.690000,1172584410.00,1002865465.00
sz.300419,2017-07-28,2017-06-30,0.020973,0.144910,0.299746,30711393.650000,0.173462,211203757.210000,367753770.00,204949638.00
sz.300419,2018-08-29,2018-06-30,0.010382,0.067862,0.222454,15575307.170000,0.119383,228904354.880000,367753770.00,237259415.00
sz.300419,2019-08-10,2019-06-30,0.010643,0.045151,0.244935,8988786.130000,-1.755156,198133561.110000,367753770.00,243475440.00
sz.300419,2020-08-26,2020-06-30,0.013528,0.049675,0.255924,10969468.990000,-0.075101,213369702.910000,367753770.00,367753770.00
sz.300469,2017-08-29,2017-06-30,-0.023626,-0.055677,0.389161,-11777425.800000,0.456450,211531472.910000,68300000.00,28604510.00
sz.300469,2018-08-28,2018-06-30,-0.004264,-0.015926,0.385078,-3758690.570000,0.619188,236012091.150000,67774400.00,53950030.00
sz.300469,2019-08-29,2019-06-30,-0.002761,-0.015254,0.369029,-4406431.800000,0.374512,288863274.130000,120991680.00,97818639.00
sz.300469,2020-08-28,2020-06-30,-0.032775,-0.050487,0.322632,-11697932.460000,-0.776008,231700643.910000,205135376.00,173616261.00
sz.300508,2017-08-04,2017-06-30,0.086540,0.397717,0.697248,39301956.360000,1.001685,98818789.960000,56820000.00,14790314.00
sz.300508,2018-07-31,2018-06-30,-0.001400,-0.005823,0.631933,-705436.760000,0.447556,120514832.440000,90912000.00,23753423.00
sz.300508,2019-08-14,2019-06-30,0.064705,0.315639,0.629874,31437147.440000,0.051921,98945371.750000,90912000.00,41326184.00
sz.300508,2020-08-21,2020-06-30,-0.009352,-0.058662,0.632714,-4962675.520000,0.324137,83886827.400000,90912000.00,41937734.00
sz.300513,2017-08-23,2017-06-30,0.017894,0.069758,0.274540,10485062.760000,0.527117,149303768.150000,76160000.00,37148900.00
sz.300513,2018-08-25,2018-06-30,0.031662,0.146823,0.340728,45503649.520000,0.418302,309922381.540000,169754778.00,61593620.00
sz.300513,2019-08-29,2019-06-30,0.019192,0.099571,0.307329,43014037.530000,0.662116,431995539.880000,174272864.00,127320110.00
sz.300513,2020-08-28,2020-06-30,0.010130,0.077572,0.318647,25827915.090000,0.447177,332955227.420000,313691155.00,241429992.00
sz.300518,2017-08-29,2017-06-30,0.041963,0.455294,0.721260,44609066.530000,1.016949,97978675.820000,93340000.00,46787205.00
sz.300518,2018-08-30,2018-06-30,0.001628,0.009693,0.237950,1777589.370000,0.218508,183398015.630000,93340000.00,46787205.00
sz.300518,2019-08-30,2019-06-30,0.013089,0.217846,0.417114,22598421.680000,0.244445,103735685.470000,93340000.00,61968106.00
sz.300518,2020-08-28,2020-06-30,0.079367,0.567627,0.398406,59531576.270000,-1.935839,104878037.860000,93340000.00,61968106.00
sz.300520,2017-08-22,2017-06-30,0.008788,0.019516,0.391715,5269342.290000,0.538611,269995804.990000,96075000.00,23000000.00
sz.300520,2018-08-28,2018-06-30,0.012135,0.024856,0.392570,7564594.220000,0.101640,304334404.150000,202400000.00,112651992.00
sz.300520,2019-08-16,2019-06-30,0.022813,0.047664,0.273647,33068574.870000,0.300168,693786203.430000,239233684.00,112651992.00
sz.300520,2020-08-25,2020-06-30,0.026245,0.063771,0.239521,43486849.290000,0.513832,681923589.850000,249515065.00,197394548.00
sz.300541,2017-08-03,2017-06-30,0.025465,0.049495,0.205040,18152532.580000,0.436610,366752887.420000,120000000.00,30000000.00
sz.300541,2018-08-17,2018-06-30,0.024545,0.033183,0.142846,18143482.610000,0.236914,546766984.420000,181166996.00,75664699.00
sz.300541,2019-08-21,2019-06-30,0.029549,0.028858,0.112397,23349999.940000,0.311285,809147234.260000,181166996.00,76167056.00
sz.300541,2020-08-25,2020-06-30,0.071823,0.068733,0.106516,63189605.280000,0.470249,849324820.880000,235425738.00,186102504.00
sz.300550,2017-08-29,2017-06-30,0.025939,0.100753,0.527330,10870418.550000,0.584148,106040668.770000,80000000.00,20000000.00
sz.300550,2018-08-30,2018-06-30,0.027682,0.087671,0.441270,12709021.040000,0.415471,144961841.180000,83220000.00,29270000.00
sz.300550,2019-08-30,2019-06-30,0.037427,0.103877,0.473551,19330513.660000,0.404899,186089976.880000,117306000.00,42038500.00
sz.300550,2020-08-28,2020-06-30,0.010671,0.036031,0.400927,5942131.950000,0.162881,164917006.810000,164066700.00,159001675.00
sz.300560,2017-08-29,2017-06-30,0.054988,0.131948,0.296801,25350376.560000,0.585614,192124404.210000,70120000.00,17530000.00
sz.300560,2018-08-17,2018-06-30,0.057350,0.122480,0.275436,28183079.310000,0.266052,225917474.630000,157770000.00,61975125.00
sz.300560,2019-08-27,2019-06-30,0.039832,0.064931,0.289073,18062462.820000,0.273088,277970592.240000,189324000.00,80365500.00
sz.300560,2020-08-28,2020-06-30,0.055361,0.084691,0.270075,33023367.350000,0.361629,389717150.080000,189324000.00,189324000.00
sz.300578,2017-08-29,2017-06-30,0.065576,0.099839,0.507466,13086398.080000,0.394380,131074451.370000,72000000.00,18000000.00
sz.300578,2018-08-30,2018-06-30,0.055467,0.143580,0.535443,16225738.380000,0.282385,113008196.600000,132409800.00,53006400.00
sz.300578,2019-08-30,2019-06-30,0.077487,0.208388,0.511924,49934688.760000,0.303730,239623135.500000,166374155.00,60562980.00
sz.300578,2020-08-28,2020-06-30,0.040472,0.160632,0.523870,44984352.150000,0.490303,275642607.930000,174196955.00,117518827.00
sz.300588,2017-08-22,2017-06-30,0.048401,0.046393,0.219080,15141523.610000,0.520242,326376551.470000,100000000.00,25000000.00
sz.300588,2018-08-03,2018-06-30,-0.067662,-0.170818,0.285211,-25040227.910000,0.257625,146590370.250000,160000000.00,74780000.00
sz.300588,2019-08-10,2019-06-30,-0.036161,-0.160821,0.360119,-17050445.800000,0.201217,106021071.260000,163251500.00,78660000.00
sz.300588,2020-08-27,2020-06-30,-0.095113,-0.549548,0.253190,-37970488.280000,-0.090016,69094019.910000,165604000.00,104941725.00
sz.300605,2017-08-28,2017-06-30,0.042815,0.097201,0.277637,13834479.420000,0.469859,142328613.780000,84000000.00,21000000.00
sz.300605,2018-08-29,2018-06-30,0.032616,0.092284,0.317700,14405248.230000,0.518467,156096677.650000,84790000.00,37321846.00
sz.300605,2019-08-16,2019-06-30,0.034494,0.096718,0.319172,17332617.330000,0.509793,179207126.330000,110209394.00,48989875.00
sz.300605,2020-08-27,2020-06-30,0.034272,0.114033,0.296624,18611197.970000,0.379095,163208613.470000,165300469.00,103259572.00
sz.300663,2017-08-29,2017-06-30,-0.058872,-0.152189,0.374103,-30622838.840000,0.346206,201215565.250000,131426719.00,32860000.00
sz.300663,2018-08-30,2018-06-30,-0.050049,-0.155150,0.378135,-33079903.660000,0.186325,213212258.350000,201922916.00,123134892.00
sz.300663,2019-08-30,2019-06-30,-0.051507,-0.137478,0.372591,-38582362.960000,0.130922,280643063.230000,302195935.00,184702338.00
sz.300663,2020-08-28,2020-06-30,-0.024021,-0.053846,0.352012,-19833699.120000,0.225915,368339116.730000,300425156.00,227007074.00
sz.300687,2017-08-29,2017-06-30,0.133543,0.116425,0.299395,37588923.970000,,322859128.200000,,
sz.300687,2018-08-30,2018-06-30,0.033026,0.071736,0.287075,25923130.040000,0.616842,361367760.320000,144000000.00,35620531.00
sz.300687,2019-08-30,2019-06-30,0.013985,0.030400,0.245196,14641713.200000,0.460364,481637132.210000,217681500.00,93948593.00
sz.300687,2020-08-28,2020-06-30,0.055225,0.084518,0.285510,45364321.330000,0.461718,536741662.400000,217611750.00,94436318.00
