code,pubDate,statDate,NRTurnRatio,NRTurnDays,INVTurnRatio,INVTurnDays,CATurnRatio,AssetTurnRatio
sz.002380,2018-07-28,2018-06-30,0.535851,335.914012,0.987914,182.202108,0.130982,0.104905
sz.002380,2018-10-23,2018-09-30,0.876886,307.907723,1.592915,169.500608,0.204494,0.163300
sz.002380,2019-04-19,2019-03-31,0.217389,414.004951,0.476133,189.022896,0.064159,0.050659
sz.002380,2019-07-27,2019-06-30,0.523017,344.156750,1.163409,154.717732,0.159231,0.125202
sz.002380,2019-10-21,2019-09-30,0.857509,314.865470,1.851968,145.790819,0.252194,0.194066
sz.002380,2020-04-21,2020-03-31,0.234239,384.222376,0.334772,268.839363,0.065761,0.046710
sz.002380,2020-08-05,2020-06-30,0.659349,272.996689,0.922045,195.218202,0.193753,0.135523
sz.002380,2020-10-23,2020-09-30,1.067164,253.007022,1.428704,188.982424,0.313023,0.215536
sz.002405,2017-04-26,2017-03-31,0.842100,106.875726,0.847665,106.173968,0.083830,0.047100
sz.002405,2017-08-28,2017-06-30,1.922230,93.641223,1.888682,95.304556,0.202909,0.110026
sz.002405,2017-10-25,2017-09-30,2.891882,93.364810,3.669788,73.573722,0.390596,0.191417
sz.002405,2018-04-26,2018-03-31,0.917296,98.114504,1.314957,68.443325,0.102328,0.046583
sz.002405,2018-08-22,2018-06-30,1.739753,103.462947,2.999031,60.019383,0.219129,0.100466
sz.002405,2018-10-24,2018-09-30,2.716706,99.385078,4.128638,65.396870,0.378643,0.162350
sz.002405,2019-04-16,2019-03-31,1.038021,86.703479,1.350178,66.657886,0.149931,0.057230
sz.002405,2019-08-26,2019-06-30,1.848352,97.384070,3.565885,50.478359,0.308052,0.118428
sz.002405,2019-10-24,2019-09-30,2.457972,109.846673,4.645504,58.120710,0.471038,0.172568
sz.002405,2020-04-28,2020-03-31,0.568197,158.395904,1.354704,66.435201,0.150601,0.044134
sz.002405,2020-08-28,2020-06-30,1.353300,133.008193,4.324953,41.618954,0.365614,0.106949
sz.002405,2020-10-30,2020-09-30,2.052245,131.563221,6.635905,40.687746,0.589637,0.170986
sz.002425,2017-04-29,2017-03-31,0.658490,136.676255,0.197284,456.196030,0.140989,0.031067
sz.002425,2017-08-29,2017-06-30,1.297629,138.714575,0.409327,439.746262,0.307867,0.067118
sz.002425,2017-10-25,2017-09-30,1.712468,157.667195,0.690607,390.960488,0.450633,0.106116
sz.002425,2018-04-25,2018-03-31,0.384075,234.329524,0.523636,171.875259,0.142927,0.031802
sz.002425,2018-07-31,2018-06-30,0.790628,227.667246,1.047294,171.871479,0.319043,0.065128
sz.002425,2018-10-17,2018-09-30,1.022477,264.064561,1.458806,185.082919,0.448761,0.094498
sz.002425,2019-04-27,2019-03-31,0.461072,195.197436,0.836756,107.558175,0.272777,0.053290
sz.002425,2019-08-28,2019-06-30,0.795450,226.287029,1.592760,113.011351,0.434556,0.087993
sz.002425,2019-10-25,2019-09-30,1.076483,250.816891,2.470798,109.276448,0.618921,0.123539
sz.002425,2020-04-29,2020-03-31,0.334497,269.060460,1.452887,61.945649,0.180651,0.035269
sz.002425,2020-08-27,2020-06-30,0.574074,313.548449,2.930064,61.432111,0.298501,0.060059
sz.002425,2020-10-26,2020-09-30,0.838423,322.032971,8.111057,33.287892,0.482637,0.088725
sz.002439,2017-04-29,2017-03-31,0.305904,294.209471,0.485009,185.563491,0.135253,0.082621
sz.002439,2017-08-03,2017-06-30,0.715793,251.469479,1.085857,165.767682,0.348299,0.200121
sz.002439,2017-10-25,2017-09-30,1.151316,234.514176,2.083827,129.569288,0.581175,0.336039
sz.002439,2018-04-28,2018-03-31,0.247073,364.265259,0.688695,130.681874,0.125767,0.069482
sz.002439,2018-08-03,2018-06-30,0.609539,295.305011,1.503025,119.758525,0.332065,0.179150
sz.002439,2018-10-30,2018-09-30,1.072094,251.843631,2.522532,107.035319,0.538572,0.302408
sz.002439,2019-04-29,2019-03-31,0.224173,401.476140,0.680361,132.282782,0.117732,0.072382
sz.002439,2019-08-06,2019-06-30,0.562911,319.766508,1.639329,109.801011,0.258282,0.168306
sz.002439,2019-10-25,2019-09-30,0.949389,284.393517,2.636813,102.396327,0.451760,0.296217
sz.002439,2020-04-30,2020-03-31,0.115311,780.494919,0.276403,325.611499,0.046368,0.033868
sz.002439,2020-08-04,2020-06-30,0.387809,464.146189,0.850453,211.652006,0.155450,0.112475
sz.002439,2020-10-28,2020-09-30,0.747754,361.081418,1.555797,173.544534,0.292139,0.212115
sz.002447,2017-04-28,2017-03-31,1.048946,85.800429,0.012166,7397.761178,0.080447,0.016505
sz.002447,2017-08-31,2017-06-30,2.051555,87.738341,0.098915,1819.748819,0.222178,0.046009
sz.002447,2017-10-30,2017-09-30,2.701510,99.944121,0.132643,2035.535911,0.337968,0.072049
sz.002447,2018-04-28,2018-03-31,1.147837,78.408351,,,0.197122,0.055629
sz.002447,2018-08-31,2018-06-30,1.617496,111.283115,656.850610,0.274035,0.266098,0.076374
sz.002447,2018-10-29,2018-09-30,1.873465,144.117968,6.880593,39.240804,0.273313,0.077866
sz.002447,2019-04-29,2019-03-31,0.294727,305.367260,3.713944,24.232996,0.056498,0.020296
sz.002447,2019-08-29,2019-06-30,0.366420,491.239214,3.925703,45.851662,0.081163,0.026677
sz.002447,2019-10-30,2019-09-30,0.483893,557.974607,5.793630,46.602905,0.112358,0.036632
sz.002447,2020-04-30,2020-03-31,0.067055,1342.178675,23.444649,3.838829,0.015224,0.010304
sz.002447,2020-08-15,2020-06-30,0.111334,1616.760969,47.206771,3.813012,0.025168,0.017204
sz.002447,2020-10-24,2020-09-30,0.398980,676.724974,13.133233,20.558533,0.087200,0.059511
sz.002464,2017-04-27,2017-03-31,1.480198,60.802697,,,0.332085,0.041170
sz.002464,2017-08-23,2017-06-30,2.492028,72.230338,,,0.574929,0.075997
sz.002464,2017-10-26,2017-09-30,3.453656,78.178017,,,1.085796,0.124473
sz.002464,2018-04-28,2018-03-31,1.264693,71.163539,60.831523,1.479496,0.276188,0.055430
sz.002464,2018-08-23,2018-06-30,2.811750,64.017082,148.390400,1.213016,0.725577,0.126847
sz.002464,2018-10-27,2018-09-30,3.300072,81.816407,247.776672,1.089691,1.100400,0.193749
sz.002464,2019-04-30,2019-03-31,0.937786,95.970712,,,0.236733,0.047911
sz.002464,2019-08-16,2019-06-30,2.002394,89.892416,,,0.513460,0.096786
sz.002464,2019-10-29,2019-09-30,2.755727,97.977774,,,0.704461,0.143249
sz.002464,2020-04-29,2020-03-31,0.481655,186.855800,2.098072,42.896523,0.131282,0.034432
sz.002464,2020-08-15,2020-06-30,1.212591,148.442460,,,0.357752,0.063631
sz.002464,2020-10-27,2020-09-30,1.817153,148.584091,,,0.506985,0.091076
sz.002474,2017-04-28,2017-03-31,1.160385,77.560483,0.127296,707.013409,0.081761,0.066784
sz.002474,2017-08-24,2017-06-30,2.266585,79.414626,0.255019,705.830807,0.168915,0.137927
sz.002474,2017-10-25,2017-09-30,3.400575,79.398334,0.367837,734.021181,0.251159,0.204349
sz.002474,2018-04-27,2018-03-31,1.152441,78.095120,0.129644,694.206261,0.078089,0.059784
sz.002474,2018-08-31,2018-06-30,2.465261,73.014571,0.311741,577.402129,0.178781,0.135849
sz.002474,2018-10-24,2018-09-30,3.514732,76.819510,0.388281,695.372472,0.250677,0.188989
sz.002474,2019-04-23,2019-03-31,0.770149,116.860485,0.107266,839.032434,0.072784,0.055052
sz.002474,2019-08-26,2019-06-30,1.689477,106.541871,0.271126,663.897924,0.162231,0.122677
sz.002474,2019-10-26,2019-09-30,2.474413,109.116780,0.335329,805.180096,0.223395,0.168461
sz.002474,2020-04-30,2020-03-31,0.423028,212.751845,0.046360,1941.325642,0.039758,0.027698
sz.002474,2020-08-26,2020-06-30,1.287971,139.754709,0.158369,1136.589543,0.131878,0.091154
sz.002474,2020-10-26,2020-09-30,2.098403,128.669262,0.273115,988.595465,0.225336,0.153162
sz.002517,2017-04-18,2017-03-31,1.175179,76.584049,,,0.194402,0.157408
sz.002517,2017-08-28,2017-06-30,2.594749,69.370877,,,0.376437,0.301557
sz.002517,2017-10-30,2017-09-30,3.225782,83.700640,,,0.739462,0.446176
sz.002517,2018-04-26,2018-03-31,0.594645,151.350691,,,0.199391,0.101581
sz.002517,2018-08-27,2018-06-30,0.978497,183.955554,,,0.369767,0.170011
sz.002517,2018-10-29,2018-09-30,1.564223,172.609641,20.329408,13.281253,0.624978,0.274887
sz.002517,2019-04-29,2019-03-31,0.633012,142.177505,614.691549,0.146415,0.273870,0.109938
sz.002517,2019-08-27,2019-06-30,1.021911,176.140566,,,0.428683,0.172309
sz.002517,2019-10-31,2019-09-30,1.500367,179.955923,,,0.609500,0.245838
sz.002517,2020-04-29,2020-03-31,0.618805,145.441691,7.923750,11.358258,0.184723,0.109454
sz.002517,2020-08-28,2020-06-30,1.329483,135.390944,26.151978,6.882845,0.360275,0.212649
sz.002517,2020-10-31,2020-09-30,2.062118,130.933372,66.169592,4.080424,0.522679,0.303799
sz.002530,2017-04-25,2017-03-31,0.626534,143.647385,0.460061,195.626156,0.069740,0.035557
sz.002530,2017-08-17,2017-06-30,1.350057,133.327665,0.982466,183.212374,0.159270,0.081366
sz.002530,2017-10-25,2017-09-30,2.382461,113.328191,1.726417,156.393300,0.263971,0.138045
sz.002530,2018-04-23,2018-03-31,0.516071,174.394592,0.554915,162.186942,0.082824,0.041888
sz.002530,2018-08-21,2018-06-30,1.140464,157.830521,1.176548,152.989983,0.195027,0.095827
sz.002530,2018-10-24,2018-09-30,1.766515,152.843304,1.757693,153.610437,0.340246,0.159574
sz.002530,2019-04-23,2019-03-31,0.488043,184.409940,0.595486,151.136965,0.128998,0.054824
sz.002530,2019-08-20,2019-06-30,0.916095,196.486249,1.141964,157.623219,0.254269,0.107727
sz.002530,2019-10-24,2019-09-30,1.465777,184.202698,2.035096,132.671848,0.425856,0.179593
sz.002530,2020-04-28,2020-03-31,0.373137,241.198297,0.708918,126.954044,0.126374,0.058412
sz.002530,2020-08-25,2020-06-30,0.828211,217.335902,1.611581,111.691592,0.287395,0.132304
sz.002530,2020-10-28,2020-09-30,1.233283,218.927892,2.490301,108.420650,0.439475,0.202660
sz.002544,2017-04-26,2017-03-31,0.543399,165.624169,0.712280,126.354842,0.201332,0.164859
sz.002544,2017-08-26,2017-06-30,1.204241,149.471689,1.519135,118.488487,0.437552,0.357734
sz.002544,2017-10-27,2017-09-30,1.851183,145.852684,2.423954,111.388254,0.678365,0.555514
sz.002544,2018-04-26,2018-03-31,0.427026,210.759858,0.722284,124.604737,0.181490,0.154236
sz.002544,2018-08-24,2018-06-30,0.938410,191.813889,1.566379,114.914733,0.413211,0.351152
sz.002544,2018-10-26,2018-09-30,1.354302,199.364736,2.236435,120.727829,0.597470,0.510163
sz.002544,2019-04-26,2019-03-31,0.329730,272.950514,0.862766,104.315621,0.183444,0.156558
sz.002544,2019-08-20,2019-06-30,0.696556,258.414406,1.733472,103.837820,0.379826,0.326541
sz.002544,2019-10-26,2019-09-30,1.027562,262.757742,2.399776,112.510500,0.574279,0.489090
sz.002544,2020-04-29,2020-03-31,0.183610,490.170048,0.488278,184.321176,0.106968,0.091858
sz.002544,2020-08-27,2020-06-30,0.587636,306.311820,1.585810,113.506669,0.345491,0.298048
sz.002544,2020-10-28,2020-09-30,1.034957,260.880513,2.541318,106.244090,0.571153,0.495390
sz.002558,2017-04-28,2017-03-31,2.861379,31.453365,,,0.097206,0.083508
sz.002558,2017-08-25,2017-06-30,5.645090,31.886116,,,0.182922,0.156739
sz.002558,2017-10-30,2017-09-30,7.508131,35.961012,,,0.269913,0.225665
sz.002558,2018-04-28,2018-03-31,0.871492,103.271137,,,0.103193,0.082590
sz.002558,2018-08-30,2018-06-30,1.251055,143.878616,,,0.201361,0.151916
sz.002558,2018-10-30,2018-09-30,1.953949,138.181723,,,0.297559,0.223094
sz.002558,2019-04-27,2019-03-31,1.042992,86.290187,,,0.102430,0.064048
sz.002558,2019-08-31,2019-06-30,2.369352,75.970153,,,0.201580,0.124901
sz.002558,2019-10-31,2019-09-30,3.735301,72.283340,,,0.335967,0.189344
sz.002558,2020-04-30,2020-03-31,2.571008,35.005720,,,0.138566,0.069035
sz.002558,2020-08-28,2020-06-30,6.119555,29.413904,,,0.259087,0.126620
sz.002558,2020-10-30,2020-09-30,8.923087,30.258586,,,0.406737,0.178794
sz.002602,2017-04-27,2017-03-31,1.369792,65.703406,1.403173,64.140352,0.422701,0.152617
sz.002602,2017-08-24,2017-06-30,2.788870,64.542263,2.715946,66.275262,0.738634,0.278419
sz.002602,2017-10-30,2017-09-30,3.886466,69.471846,3.942922,68.477133,1.120395,0.416746
sz.002602,2018-04-28,2018-03-31,1.404416,64.083597,1.366549,65.859350,0.328200,0.127025
sz.002602,2018-08-30,2018-06-30,3.531720,50.966675,4.817748,37.361858,0.899143,0.348368
sz.002602,2018-10-29,2018-09-30,6.027960,44.791273,7.853892,34.377861,1.446812,0.552120
sz.002602,2019-04-30,2019-03-31,1.402590,64.167026,3.229481,27.868257,0.368620,0.130644
sz.002602,2019-08-27,2019-06-30,2.975026,60.503664,7.629653,23.592160,0.814736,0.290752
sz.002602,2019-10-29,2019-09-30,4.263100,63.334187,11.680060,23.116320,1.107291,0.430726
sz.002602,2020-04-30,2020-03-31,0.981132,91.730745,4.029193,22.336977,0.388618,0.110455
sz.002602,2020-08-29,2020-06-30,2.039718,88.247486,7.696956,23.385867,0.861061,0.225044
sz.002602,2020-10-31,2020-09-30,2.972838,90.822308,11.410178,23.663084,1.136246,0.314772
sz.002605,2017-04-29,2017-03-31,2.386917,37.705541,0.473125,190.224465,0.199889,0.088982
sz.002605,2017-08-29,2017-06-30,4.336479,41.508326,0.660792,272.400451,0.327797,0.142106
sz.002605,2017-10-31,2017-09-30,6.576704,41.053999,1.017049,265.473937,0.465089,0.206242
sz.002605,2018-04-27,2018-03-31,2.144759,41.962759,0.400580,224.674156,0.141546,0.060584
sz.002605,2018-08-31,2018-06-30,4.853409,37.087336,0.750106,239.966043,0.377137,0.135522
sz.002605,2018-10-31,2018-09-30,8.509364,31.729751,1.246143,216.668592,0.682779,0.230669
sz.002605,2019-04-30,2019-03-31,3.120190,28.844400,0.755318,119.155186,0.542419,0.137221
sz.002605,2019-08-20,2019-06-30,6.695718,26.882853,1.780199,101.112296,1.239251,0.295023
sz.002605,2019-10-29,2019-09-30,10.599206,25.473605,2.729066,98.934935,1.660589,0.443851
sz.002605,2020-04-28,2020-03-31,3.237056,27.803041,1.033385,87.092389,0.557658,0.162912
sz.002605,2020-08-26,2020-06-30,6.491886,27.726918,1.733851,103.815159,1.108285,0.314153
sz.002605,2020-10-30,2020-09-30,7.855584,34.370456,3.568604,75.659843,1.718726,0.541158
sz.002771,2017-04-26,2017-03-31,0.603357,149.165528,0.546367,164.724589,0.198597,0.170076
sz.002771,2017-08-04,2017-06-30,1.204367,149.456080,1.303565,138.082868,0.451973,0.386561
sz.002771,2017-10-25,2017-09-30,1.639115,164.723012,1.942786,138.975675,0.661513,0.566285
sz.002771,2018-04-26,2018-03-31,0.457810,196.588153,0.474026,189.863110,0.164148,0.139870
sz.002771,2018-07-31,2018-06-30,0.905802,198.718831,1.006854,178.774680,0.365877,0.309576
sz.002771,2018-10-18,2018-09-30,1.318957,204.707134,1.409053,191.618106,0.545513,0.467603
sz.002771,2019-04-26,2019-03-31,0.258397,348.301380,0.379649,237.061077,0.142012,0.120634
sz.002771,2019-07-26,2019-06-30,0.549742,327.426335,0.877468,205.135651,0.306652,0.259909
sz.002771,2019-10-26,2019-09-30,0.873565,309.078247,1.289641,209.360563,0.460407,0.392018
sz.002771,2020-04-25,2020-03-31,0.226379,397.563173,0.344944,260.911776,0.117819,0.099895
sz.002771,2020-08-26,2020-06-30,0.482012,373.434609,0.770227,233.697307,0.257709,0.217804
sz.002771,2020-10-28,2020-09-30,0.700195,385.607141,0.962737,280.450342,0.351960,0.299398
sz.300002,2017-04-25,2017-03-31,0.575903,156.276403,1.073616,83.828879,0.213790,0.090724
sz.300002,2017-08-29,2017-06-30,1.131195,159.123690,1.774933,101.412280,0.368328,0.163532
sz.300002,2017-10-27,2017-09-30,1.472080,183.413982,2.125250,127.043865,0.509720,0.224729
sz.300002,2018-04-27,2018-03-31,0.294000,306.122680,0.354708,253.729634,0.127407,0.048657
sz.300002,2018-08-30,2018-06-30,0.626026,287.528084,0.696084,258.589602,0.260782,0.097698
sz.300002,2018-10-30,2018-09-30,1.025410,263.309358,1.105207,244.298140,0.409857,0.154033
sz.300002,2019-04-26,2019-03-31,0.268638,335.023194,0.449984,200.007228,0.130332,0.045977
sz.300002,2019-08-28,2019-06-30,0.602618,298.696625,1.032414,174.348608,0.287420,0.100203
sz.300002,2019-10-30,2019-09-30,1.035010,260.867082,1.771616,152.403254,0.452159,0.164799
sz.300002,2020-04-28,2020-03-31,0.746636,120.540706,0.716361,125.634968,0.277612,0.104976
sz.300002,2020-08-28,2020-06-30,1.818432,98.986398,1.604359,112.194371,0.638186,0.244056
sz.300002,2020-10-30,2020-09-30,3.273523,82.479953,2.842554,94.984992,1.153824,0.429955
sz.300010,2017-04-26,2017-03-31,0.388398,231.721001,0.321631,279.823582,0.102557,0.040818
sz.300010,2017-08-29,2017-06-30,0.851746,211.330598,0.708240,254.151267,0.230435,0.090992
sz.300010,2017-10-28,2017-09-30,1.289271,209.420721,0.914308,295.305215,0.355710,0.141003
sz.300010,2018-04-25,2018-03-31,0.244023,368.818294,0.257475,349.548616,0.079729,0.031082
sz.300010,2018-08-30,2018-06-30,0.532076,338.297323,0.514895,349.585663,0.173938,0.065438
sz.300010,2018-10-29,2018-09-30,1.016870,265.520650,0.954149,282.974761,0.346806,0.128920
sz.300010,2019-04-26,2019-03-31,0.642275,140.126984,0.674965,133.340303,0.177070,0.064586
sz.300010,2019-08-29,2019-06-30,1.150775,156.416340,1.118496,160.930457,0.330854,0.123418
sz.300010,2019-10-29,2019-09-30,1.769752,152.563721,1.443427,187.054842,0.492622,0.183073
sz.300010,2020-04-28,2020-03-31,0.203486,442.290795,0.199389,451.378638,0.052051,0.017576
sz.300010,2020-08-25,2020-06-30,1.077062,167.121321,0.916289,196.444650,0.265984,0.093308
sz.300010,2020-10-30,2020-09-30,1.898835,142.192452,1.896126,142.395631,0.501993,0.172683
sz.300025,2017-04-20,2017-03-31,0.186370,482.910878,1.467244,61.339485,0.134329,0.092469
sz.300025,2017-08-26,2017-06-30,0.413790,435.002794,2.891758,62.245870,0.299534,0.206044
sz.300025,2017-10-27,2017-09-30,0.618633,436.446476,3.737492,72.240949,0.454098,0.309440
sz.300025,2018-04-24,2018-03-31,0.233968,384.668778,1.291053,69.710520,0.156034,0.110350
sz.300025,2018-08-30,2018-06-30,0.461135,390.341171,2.455044,73.318427,0.306454,0.216770
sz.300025,2018-10-29,2018-09-30,0.745351,362.245473,3.487695,77.415015,0.486093,0.346206
sz.300025,2019-04-27,2019-03-31,0.216425,415.847966,0.833171,108.021032,0.151791,0.117337
sz.300025,2019-08-10,2019-06-30,0.478981,375.798168,1.996314,90.166165,0.337233,0.263088
sz.300025,2019-10-22,2019-09-30,0.703886,383.584717,2.774510,97.314473,0.493874,0.382384
sz.300025,2020-04-27,2020-03-31,0.170481,527.917978,0.654858,137.434423,0.116448,0.100156
sz.300025,2020-08-28,2020-06-30,0.431262,417.379909,1.797273,100.151712,0.301443,0.247632
sz.300025,2020-10-30,2020-09-30,0.694034,389.029770,2.723037,99.153989,0.477566,0.393118
sz.300038,2017-04-22,2017-03-31,0.198694,452.957472,0.370209,243.105740,0.074414,0.030065
sz.300038,2017-08-19,2017-06-30,0.890913,202.039911,1.289721,139.565073,0.336191,0.132506
sz.300038,2017-10-28,2017-09-30,1.587081,170.123677,2.310507,116.857446,0.494765,0.219110
sz.300038,2018-04-21,2018-03-31,0.725401,124.069266,0.922130,97.600118,0.184253,0.067054
sz.300038,2018-08-25,2018-06-30,1.673508,107.558507,2.262893,79.544193,0.450476,0.163546
sz.300038,2018-10-27,2018-09-30,2.654464,101.715461,2.906467,92.896299,0.695625,0.257978
sz.300038,2019-04-20,2019-03-31,0.675666,133.201831,2.280422,39.466388,0.245534,0.098188
sz.300038,2019-08-24,2019-06-30,1.254782,143.451212,3.376030,53.317056,0.412983,0.169086
sz.300038,2019-10-26,2019-09-30,1.643312,164.302294,4.452923,60.634329,0.555918,0.229817
sz.300038,2020-04-28,2020-03-31,0.297175,302.852209,8.540889,10.537545,0.137503,0.062354
sz.300038,2020-08-27,2020-06-30,0.854529,210.642333,21.213637,8.485108,0.384666,0.166442
sz.300038,2020-10-29,2020-09-30,1.231671,219.214359,30.685856,8.798842,0.608858,0.261037
sz.300043,2017-04-26,2017-03-31,1.650195,54.539019,3.543972,25.395237,0.545257,0.115278
sz.300043,2017-08-25,2017-06-30,3.334793,53.976357,6.936582,25.949380,1.077294,0.234235
sz.300043,2017-10-24,2017-09-30,4.798882,56.263107,11.511009,23.455807,1.520209,0.361338
sz.300043,2018-04-28,2018-03-31,1.488878,60.448198,3.217447,27.972493,0.584974,0.108940
sz.300043,2018-08-07,2018-06-30,3.132196,57.467670,6.627021,27.161525,1.392701,0.273792
sz.300043,2018-10-27,2018-09-30,4.440403,60.805299,9.536338,28.312754,1.899285,0.367883
sz.300043,2019-04-25,2019-03-31,0.970347,92.750307,2.916965,30.853987,0.456704,0.086001
sz.300043,2019-08-30,2019-06-30,2.041760,88.159226,6.175074,29.149450,1.002494,0.189284
sz.300043,2019-10-15,2019-09-30,3.476913,77.655094,11.033511,24.470904,1.635873,0.338420
sz.300043,2020-04-27,2020-03-31,0.743117,121.111439,3.758843,23.943536,0.353492,0.068155
sz.300043,2020-08-27,2020-06-30,1.821527,98.818178,9.827769,18.315448,0.779001,0.148830
sz.300043,2020-10-29,2020-09-30,2.925785,92.282912,16.726654,16.141902,1.257527,0.237475
sz.300044,2017-04-27,2017-03-31,0.634364,141.874313,0.314575,286.099966,0.171590,0.109592
sz.300044,2017-08-29,2017-06-30,1.206260,149.221538,0.715254,251.658940,0.381580,0.207117
sz.300044,2017-10-30,2017-09-30,1.783510,151.386864,1.056206,255.632022,0.578405,0.317101
sz.300044,2018-04-27,2018-03-31,0.395599,227.503297,0.142637,630.973931,0.100557,0.054871
sz.300044,2018-08-30,2018-06-30,0.858505,209.666840,0.410438,438.555619,0.249143,0.133802
sz.300044,2018-10-30,2018-09-30,1.180490,228.718658,0.543324,496.940599,0.348814,0.186747
sz.300044,2019-04-29,2019-03-31,0.182231,493.877324,3.009821,29.902111,0.135995,0.068551
sz.300044,2019-08-30,2019-06-30,0.416638,432.029632,2.401656,74.948300,0.277324,0.142578
sz.300044,2019-10-30,2019-09-30,0.631080,427.837876,2.995113,90.146864,0.388242,0.197458
sz.300044,2020-04-28,2020-03-31,0.274398,327.990485,1.528231,58.891634,0.098862,0.054741
sz.300044,2020-08-28,2020-06-30,0.697135,258.199529,4.999242,36.005462,0.254468,0.142910
sz.300044,2020-10-30,2020-09-30,1.092814,247.068540,7.729802,34.929743,0.378608,0.212041
sz.300050,2017-04-26,2017-03-31,0.330829,272.043743,1.316763,68.349444,0.123128,0.067325
sz.300050,2017-07-28,2017-06-30,0.626239,287.430278,2.817970,63.875772,0.243169,0.132756
sz.300050,2017-10-30,2017-09-30,0.886259,304.651308,3.946629,68.412809,0.362882,0.171681
sz.300050,2018-04-25,2018-03-31,0.369558,243.534042,2.224757,40.453852,0.144667,0.057003
sz.300050,2018-08-28,2018-06-30,0.793773,226.765041,4.749722,37.896958,0.332678,0.129050
sz.300050,2018-10-27,2018-09-30,1.133130,238.278108,6.574131,41.070067,0.484144,0.185872
sz.300050,2019-04-25,2019-03-31,0.347963,258.647952,1.792251,50.216172,0.179429,0.065247
sz.300050,2019-08-28,2019-06-30,0.756697,237.875894,3.727263,48.292805,0.397296,0.146957
sz.300050,2019-10-26,2019-09-30,1.150632,234.653609,6.755587,39.966921,0.613832,0.223748
sz.300050,2020-04-24,2020-03-31,0.260248,345.824210,1.625059,55.382605,0.123429,0.055355
sz.300050,2020-08-27,2020-06-30,0.654101,275.186966,4.083921,44.075292,0.319588,0.141423
sz.300050,2020-10-16,2020-09-30,1.193953,226.139623,8.501449,31.759291,0.593103,0.256227
sz.300052,2017-04-24,2017-03-31,0.689670,130.497103,,,0.172216,0.063269
sz.300052,2017-08-11,2017-06-30,1.742981,103.271321,,,0.380960,0.147553
sz.300052,2017-10-30,2017-09-30,2.527344,106.831521,,,0.582546,0.209845
sz.300052,2018-04-26,2018-03-31,0.765425,117.581720,,,0.149992,0.065240
sz.300052,2018-08-13,2018-06-30,1.342190,134.109219,,,0.283669,0.125032
sz.300052,2018-10-30,2018-09-30,1.934116,139.598643,,,0.384832,0.168292
sz.300052,2019-04-29,2019-03-31,0.643685,139.819916,,,0.141416,0.064681
sz.300052,2019-08-28,2019-06-30,1.335851,134.745594,,,0.299362,0.135246
sz.300052,2019-10-29,2019-09-30,1.794012,150.500707,,,0.429930,0.189991
sz.300052,2020-04-25,2020-03-31,1.498160,60.073688,,,0.505010,0.214413
sz.300052,2020-08-14,2020-06-30,3.069083,58.649447,,,1.036748,0.446356
sz.300052,2020-10-29,2020-09-30,3.630630,74.367249,,,1.244934,0.544732
sz.300074,2017-04-26,2017-03-31,0.493772,182.270241,0.369785,243.384589,0.126297,0.062740
sz.300074,2017-08-18,2017-06-30,0.956880,188.111297,0.779695,230.859591,0.276835,0.137674
sz.300074,2017-10-27,2017-09-30,1.342593,201.103313,1.051744,256.716365,0.398875,0.200353
sz.300074,2018-04-26,2018-03-31,0.334141,269.347478,0.304930,295.150039,0.103035,0.055289
sz.300074,2018-08-29,2018-06-30,0.547303,328.885545,0.436327,412.535072,0.168487,0.090714
sz.300074,2018-10-27,2018-09-30,0.988856,273.042846,0.831464,324.728322,0.301217,0.163512
sz.300074,2019-04-26,2019-03-31,0.240581,374.094038,0.238334,377.621663,0.088505,0.046459
sz.300074,2019-08-22,2019-06-30,0.552645,325.706174,0.561685,320.464307,0.211828,0.112185
sz.300074,2019-10-30,2019-09-30,0.836519,322.766276,0.953280,283.232705,0.332932,0.178644
sz.300074,2020-04-29,2020-03-31,0.124083,725.321861,0.184692,487.298339,0.056800,0.031661
sz.300074,2020-08-13,2020-06-30,0.451105,399.020032,0.703346,255.919505,0.196512,0.113469
sz.300074,2020-10-30,2020-09-30,0.709635,380.477380,1.040520,259.485534,0.310090,0.179982
sz.300085,2017-04-25,2017-03-31,0.747221,120.446220,1.211513,74.287277,0.232491,0.146807
sz.300085,2017-08-29,2017-06-30,1.588729,113.298143,2.593796,69.396358,0.517088,0.324291
sz.300085,2017-10-28,2017-09-30,2.430067,111.108045,3.902655,69.183672,0.705092,0.424413
sz.300085,2018-04-27,2018-03-31,0.877570,102.555945,1.169816,76.935204,0.222501,0.126817
sz.300085,2018-08-21,2018-06-30,1.626869,110.641944,2.828243,63.643751,0.480154,0.281559
sz.300085,2018-10-30,2018-09-30,2.304852,117.144176,4.349034,62.082758,0.721067,0.428335
sz.300085,2019-04-29,2019-03-31,0.651384,138.167268,1.378422,65.292035,0.192699,0.118120
sz.300085,2019-08-21,2019-06-30,1.323724,135.980023,2.909370,61.869054,0.413721,0.252012
sz.300085,2019-10-30,2019-09-30,2.023404,133.438483,4.833458,55.860629,0.654748,0.396659
sz.300085,2020-04-29,2020-03-31,0.636083,141.490996,1.930296,46.624983,0.204414,0.120310
sz.300085,2020-08-26,2020-06-30,1.447973,124.311730,4.532148,39.716266,0.467678,0.279710
sz.300085,2020-10-28,2020-09-30,2.337653,115.500464,6.893616,39.166675,0.798474,0.470899
